"accept_rate","accuracy","budget","candidate_oracle_loss","causal_k","composition_steps","deployment_reject_margin","deployment_risk_adjusted","deployment_risk_penalty","deployment_safe_threshold","excess_over_candidate_oracle","generated_candidates","harmful_accept_rate","heldout_seed","interaction_mode","learned_generated_candidates","loss","oracle_match_rate","policy","predicted_regret_mean","predicted_safe_probability_mean","predicted_sigma_mean","propagation_steps","regret_corr","regret_retriever_steps","retriever_steps","seed","selected_composition_argmax_rate","selected_composition_count_only_rate","selected_composition_expected_rate","selected_composition_rate","selected_generated_0_rate","selected_generated_1_rate","selected_generated_2_rate","selected_generated_3_rate","selected_generated_rate","selected_indexed_rate","selected_interaction_rate","selected_learned_generated_0_rate","selected_learned_generated_1_rate","selected_learned_generated_2_rate","selected_learned_generated_3_rate","selected_learned_rate","selected_proximity_rate","selection_train_accept_rate","selection_train_gap_closure","selection_train_harmful_accept_rate","selection_train_loss","selection_train_policy","test_samples","total_objects_n","train_joint_utility_accept_rate","train_joint_utility_safe_accept_rate","train_joint_utility_safe_verifier_loss","train_joint_utility_verifier_loss","train_seed_count","train_static_learned_loss","validation_samples_per_seed","verifier_steps"
"0.566667","0.533333","4","0.966018","8","600","0.0025","0.0","0.5","0.35","0.036118","4","0.255556","19","pairwise","4","1.002135","0.066667","joint_utility_candidate_regret_gate_m0p0025_s0p35","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.022222","0.033333","0.066667","0.0","0.044444","0.011111","0.011111","0.066667","0.333333","0.0","0.033333","0.022222","0.022222","0.0","0.433333","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.533333","0.544444","4","0.966018","8","600","0.0025","0.0","0.5","0.5","0.034667","4","0.233333","19","pairwise","4","1.000685","0.066667","joint_utility_candidate_regret_gate_m0p0025_s0p5","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.022222","0.022222","0.055556","0.0","0.044444","0.011111","0.011111","0.066667","0.322222","0.0","0.022222","0.022222","0.022222","0.0","0.466667","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.5","0.533333","4","0.966018","8","600","0.0025","0.0","0.5","0.65","0.035366","4","0.222222","19","pairwise","4","1.001384","0.066667","joint_utility_candidate_regret_gate_m0p0025_s0p65","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.011111","0.011111","0.033333","0.0","0.044444","0.0","0.011111","0.055556","0.322222","0.0","0.022222","0.022222","0.022222","0.0","0.5","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.5","0.533333","4","0.966018","8","600","0.0025","0.0","0.5","0.8","0.035366","4","0.222222","19","pairwise","4","1.001384","0.066667","joint_utility_candidate_regret_gate_m0p0025_s0p8","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.011111","0.011111","0.033333","0.0","0.044444","0.0","0.011111","0.055556","0.322222","0.0","0.022222","0.022222","0.022222","0.0","0.5","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.566667","0.533333","4","0.966018","8","600","0.005","0.0","0.5","0.35","0.036118","4","0.255556","19","pairwise","4","1.002135","0.066667","joint_utility_candidate_regret_gate_m0p005_s0p35","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.022222","0.033333","0.066667","0.0","0.044444","0.011111","0.011111","0.066667","0.333333","0.0","0.033333","0.022222","0.022222","0.0","0.433333","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.533333","0.544444","4","0.966018","8","600","0.005","0.0","0.5","0.5","0.034667","4","0.233333","19","pairwise","4","1.000685","0.066667","joint_utility_candidate_regret_gate_m0p005_s0p5","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.022222","0.022222","0.055556","0.0","0.044444","0.011111","0.011111","0.066667","0.322222","0.0","0.022222","0.022222","0.022222","0.0","0.466667","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.5","0.533333","4","0.966018","8","600","0.005","0.0","0.5","0.65","0.035366","4","0.222222","19","pairwise","4","1.001384","0.066667","joint_utility_candidate_regret_gate_m0p005_s0p65","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.011111","0.011111","0.033333","0.0","0.044444","0.0","0.011111","0.055556","0.322222","0.0","0.022222","0.022222","0.022222","0.0","0.5","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.5","0.533333","4","0.966018","8","600","0.005","0.0","0.5","0.8","0.035366","4","0.222222","19","pairwise","4","1.001384","0.066667","joint_utility_candidate_regret_gate_m0p005_s0p8","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.011111","0.011111","0.033333","0.0","0.044444","0.0","0.011111","0.055556","0.322222","0.0","0.022222","0.022222","0.022222","0.0","0.5","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.566667","0.533333","4","0.966018","8","600","0.01","0.0","0.5","0.35","0.036118","4","0.255556","19","pairwise","4","1.002135","0.066667","joint_utility_candidate_regret_gate_m0p01_s0p35","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.022222","0.033333","0.066667","0.0","0.044444","0.011111","0.011111","0.066667","0.333333","0.0","0.033333","0.022222","0.022222","0.0","0.433333","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.533333","0.544444","4","0.966018","8","600","0.01","0.0","0.5","0.5","0.034667","4","0.233333","19","pairwise","4","1.000685","0.066667","joint_utility_candidate_regret_gate_m0p01_s0p5","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.022222","0.022222","0.055556","0.0","0.044444","0.011111","0.011111","0.066667","0.322222","0.0","0.022222","0.022222","0.022222","0.0","0.466667","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.5","0.533333","4","0.966018","8","600","0.01","0.0","0.5","0.65","0.035366","4","0.222222","19","pairwise","4","1.001384","0.066667","joint_utility_candidate_regret_gate_m0p01_s0p65","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.011111","0.011111","0.033333","0.0","0.044444","0.0","0.011111","0.055556","0.322222","0.0","0.022222","0.022222","0.022222","0.0","0.5","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.5","0.533333","4","0.966018","8","600","0.01","0.0","0.5","0.8","0.035366","4","0.222222","19","pairwise","4","1.001384","0.066667","joint_utility_candidate_regret_gate_m0p01_s0p8","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.011111","0.011111","0.033333","0.0","0.044444","0.0","0.011111","0.055556","0.322222","0.0","0.022222","0.022222","0.022222","0.0","0.5","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.566667","0.533333","4","0.966018","8","600","0.02","0.0","0.5","0.35","0.036118","4","0.255556","19","pairwise","4","1.002135","0.066667","joint_utility_candidate_regret_gate_m0p02_s0p35","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.022222","0.033333","0.066667","0.0","0.044444","0.011111","0.011111","0.066667","0.333333","0.0","0.033333","0.022222","0.022222","0.0","0.433333","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.533333","0.544444","4","0.966018","8","600","0.02","0.0","0.5","0.5","0.034667","4","0.233333","19","pairwise","4","1.000685","0.066667","joint_utility_candidate_regret_gate_m0p02_s0p5","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.022222","0.022222","0.055556","0.0","0.044444","0.011111","0.011111","0.066667","0.322222","0.0","0.022222","0.022222","0.022222","0.0","0.466667","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.5","0.533333","4","0.966018","8","600","0.02","0.0","0.5","0.65","0.035366","4","0.222222","19","pairwise","4","1.001384","0.066667","joint_utility_candidate_regret_gate_m0p02_s0p65","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.011111","0.011111","0.033333","0.0","0.044444","0.0","0.011111","0.055556","0.322222","0.0","0.022222","0.022222","0.022222","0.0","0.5","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.5","0.533333","4","0.966018","8","600","0.02","0.0","0.5","0.8","0.035366","4","0.222222","19","pairwise","4","1.001384","0.066667","joint_utility_candidate_regret_gate_m0p02_s0p8","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.011111","0.011111","0.033333","0.0","0.044444","0.0","0.011111","0.055556","0.322222","0.0","0.022222","0.022222","0.022222","0.0","0.5","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.544444","0.533333","4","0.966018","8","600","0.05","0.0","0.5","0.35","0.035661","4","0.233333","19","pairwise","4","1.001679","0.066667","joint_utility_candidate_regret_gate_m0p05_s0p35","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.022222","0.022222","0.055556","0.0","0.044444","0.0","0.011111","0.055556","0.333333","0.0","0.033333","0.022222","0.022222","0.0","0.455556","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.522222","0.544444","4","0.966018","8","600","0.05","0.0","0.5","0.5","0.034379","4","0.222222","19","pairwise","4","1.000396","0.066667","joint_utility_candidate_regret_gate_m0p05_s0p5","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.022222","0.022222","0.055556","0.0","0.044444","0.0","0.011111","0.055556","0.322222","0.0","0.022222","0.022222","0.022222","0.0","0.477778","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.5","0.533333","4","0.966018","8","600","0.05","0.0","0.5","0.65","0.035366","4","0.222222","19","pairwise","4","1.001384","0.066667","joint_utility_candidate_regret_gate_m0p05_s0p65","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.011111","0.011111","0.033333","0.0","0.044444","0.0","0.011111","0.055556","0.322222","0.0","0.022222","0.022222","0.022222","0.0","0.5","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.5","0.533333","4","0.966018","8","600","0.05","0.0","0.5","0.8","0.035366","4","0.222222","19","pairwise","4","1.001384","0.066667","joint_utility_candidate_regret_gate_m0p05_s0p8","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.011111","0.011111","0.011111","0.033333","0.0","0.044444","0.0","0.011111","0.055556","0.322222","0.0","0.022222","0.022222","0.022222","0.0","0.5","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.566667","0.533333","4","0.966018","8","600","0.0025","1.0","0.5","0.35","0.035753","4","0.244444","19","pairwise","4","1.001771","0.066667","joint_utility_uncertainty_regret_gate_r0p5_m0p0025_s0p35","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.0","0.033333","0.033333","0.066667","0.0","0.055556","0.0","0.011111","0.066667","0.333333","0.0","0.033333","0.022222","0.011111","0.011111","0.433333","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.533333","0.544444","4","0.966018","8","600","0.0025","1.0","0.5","0.5","0.034302","4","0.222222","19","pairwise","4","1.00032","0.066667","joint_utility_uncertainty_regret_gate_r0p5_m0p0025_s0p5","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.0","0.033333","0.022222","0.055556","0.0","0.055556","0.0","0.011111","0.066667","0.322222","0.0","0.022222","0.022222","0.011111","0.011111","0.466667","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.511111","0.533333","4","0.966018","8","600","0.0025","1.0","0.5","0.65","0.03529","4","0.222222","19","pairwise","4","1.001307","0.066667","joint_utility_uncertainty_regret_gate_r0p5_m0p0025_s0p65","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.0","0.022222","0.011111","0.033333","0.0","0.055556","0.0","0.011111","0.066667","0.322222","0.0","0.022222","0.022222","0.011111","0.011111","0.488889","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.511111","0.533333","4","0.966018","8","600","0.0025","1.0","0.5","0.8","0.03529","4","0.222222","19","pairwise","4","1.001307","0.066667","joint_utility_uncertainty_regret_gate_r0p5_m0p0025_s0p8","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.0","0.022222","0.011111","0.033333","0.0","0.055556","0.0","0.011111","0.066667","0.322222","0.0","0.022222","0.022222","0.011111","0.011111","0.488889","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.566667","0.533333","4","0.966018","8","600","0.005","1.0","0.5","0.35","0.035753","4","0.244444","19","pairwise","4","1.001771","0.066667","joint_utility_uncertainty_regret_gate_r0p5_m0p005_s0p35","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.0","0.033333","0.033333","0.066667","0.0","0.055556","0.0","0.011111","0.066667","0.333333","0.0","0.033333","0.022222","0.011111","0.011111","0.433333","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.533333","0.544444","4","0.966018","8","600","0.005","1.0","0.5","0.5","0.034302","4","0.222222","19","pairwise","4","1.00032","0.066667","joint_utility_uncertainty_regret_gate_r0p5_m0p005_s0p5","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.0","0.033333","0.022222","0.055556","0.0","0.055556","0.0","0.011111","0.066667","0.322222","0.0","0.022222","0.022222","0.011111","0.011111","0.466667","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.511111","0.533333","4","0.966018","8","600","0.005","1.0","0.5","0.65","0.03529","4","0.222222","19","pairwise","4","1.001307","0.066667","joint_utility_uncertainty_regret_gate_r0p5_m0p005_s0p65","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.0","0.022222","0.011111","0.033333","0.0","0.055556","0.0","0.011111","0.066667","0.322222","0.0","0.022222","0.022222","0.011111","0.011111","0.488889","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.511111","0.533333","4","0.966018","8","600","0.005","1.0","0.5","0.8","0.03529","4","0.222222","19","pairwise","4","1.001307","0.066667","joint_utility_uncertainty_regret_gate_r0p5_m0p005_s0p8","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.0","0.022222","0.011111","0.033333","0.0","0.055556","0.0","0.011111","0.066667","0.322222","0.0","0.022222","0.022222","0.011111","0.011111","0.488889","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.566667","0.533333","4","0.966018","8","600","0.01","1.0","0.5","0.35","0.035753","4","0.244444","19","pairwise","4","1.001771","0.066667","joint_utility_uncertainty_regret_gate_r0p5_m0p01_s0p35","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.0","0.033333","0.033333","0.066667","0.0","0.055556","0.0","0.011111","0.066667","0.333333","0.0","0.033333","0.022222","0.011111","0.011111","0.433333","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.533333","0.544444","4","0.966018","8","600","0.01","1.0","0.5","0.5","0.034302","4","0.222222","19","pairwise","4","1.00032","0.066667","joint_utility_uncertainty_regret_gate_r0p5_m0p01_s0p5","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.0","0.033333","0.022222","0.055556","0.0","0.055556","0.0","0.011111","0.066667","0.322222","0.0","0.022222","0.022222","0.011111","0.011111","0.466667","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.511111","0.533333","4","0.966018","8","600","0.01","1.0","0.5","0.65","0.03529","4","0.222222","19","pairwise","4","1.001307","0.066667","joint_utility_uncertainty_regret_gate_r0p5_m0p01_s0p65","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.0","0.022222","0.011111","0.033333","0.0","0.055556","0.0","0.011111","0.066667","0.322222","0.0","0.022222","0.022222","0.011111","0.011111","0.488889","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.511111","0.533333","4","0.966018","8","600","0.01","1.0","0.5","0.8","0.03529","4","0.222222","19","pairwise","4","1.001307","0.066667","joint_utility_uncertainty_regret_gate_r0p5_m0p01_s0p8","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.0","0.022222","0.011111","0.033333","0.0","0.055556","0.0","0.011111","0.066667","0.322222","0.0","0.022222","0.022222","0.011111","0.011111","0.488889","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.566667","0.533333","4","0.966018","8","600","0.02","1.0","0.5","0.35","0.035753","4","0.244444","19","pairwise","4","1.001771","0.066667","joint_utility_uncertainty_regret_gate_r0p5_m0p02_s0p35","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.0","0.033333","0.033333","0.066667","0.0","0.055556","0.0","0.011111","0.066667","0.333333","0.0","0.033333","0.022222","0.011111","0.011111","0.433333","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
"0.533333","0.544444","4","0.966018","8","600","0.02","1.0","0.5","0.5","0.034302","4","0.222222","19","pairwise","4","1.00032","0.066667","joint_utility_uncertainty_regret_gate_r0p5_m0p02_s0p5","-0.114957","0.337515","0.146799","40","-0.019221","600","400","19","0.0","0.033333","0.022222","0.055556","0.0","0.055556","0.0","0.011111","0.066667","0.322222","0.0","0.022222","0.022222","0.011111","0.011111","0.466667","0.022222","","","","","","90","2048","0.905556","0.905556","0.951084","0.950424","4","0.984641","180","700"
